pr_number,title,url,outcome,merged,commit_count,changed_files,additions,deletions,changed_lines,title_length,body_length,comments,review_comments,commit_message_total_length,commit_message_avg_length,commit_message_max_length,commit_message_keyword_count,commit_messages
16457,build(deps): bump typos from 1.47.2 to 1.48.0 in /dev-tools,https://github.com/apache/lucene/pull/16457,MERGED,1,1,2,13,13,26,59,1845,0,0,560,560.0,560,0,build(deps): bump typos from 1.47.2 to 1.48.0 in /dev-tools  Bumps [typos](https://github.com/crate-ci/typos) from 1.47.2 to 1.48.0. - [Release notes](https://github.com/crate-ci/typos/releases) - [Changelog](https://github.com/crate-ci/typos/blob/master/CHANGELOG.md) - [Commits](https://github.com/crate-ci/typos/compare/v1.47.2...v1.48.0)  --- updated-dependencies: - dependency-name: typos   dependency-version: 1.48.0   dependency-type: direct:development   update-type: version-update:semver-minor ...  Signed-off-by: dependabot[bot] <support@github.com>
16456,build(deps): bump zizmor from 1.26.1 to 1.28.0 in /dev-tools,https://github.com/apache/lucene/pull/16456,MERGED,1,1,2,14,14,28,60,11300,0,0,582,582.0,582,0,build(deps): bump zizmor from 1.26.1 to 1.28.0 in /dev-tools  Bumps [zizmor](https://github.com/zizmorcore/zizmor) from 1.26.1 to 1.28.0. - [Release notes](https://github.com/zizmorcore/zizmor/releases) - [Changelog](https://github.com/zizmorcore/zizmor/blob/main/docs/release-notes.md) - [Commits](https://github.com/zizmorcore/zizmor/compare/v1.26.1...v1.28.0)  --- updated-dependencies: - dependency-name: zizmor   dependency-version: 1.28.0   dependency-type: direct:development   update-type: version-update:semver-minor ...  Signed-off-by: dependabot[bot] <support@github.com>
16455,build(deps): bump ruff from 0.15.19 to 0.16.0 in /dev-tools,https://github.com/apache/lucene/pull/16455,MERGED,1,2,4,24,22,46,59,8495,2,0,599,299.5,555,1,build(deps): bump ruff from 0.15.19 to 0.16.0 in /dev-tools  Bumps [ruff](https://github.com/astral-sh/ruff) from 0.15.19 to 0.16.0. - [Release notes](https://github.com/astral-sh/ruff/releases) - [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md) - [Commits](https://github.com/astral-sh/ruff/compare/0.15.19...0.16.0)  --- updated-dependencies: - dependency-name: ruff   dependency-version: 0.16.0   dependency-type: direct:production   update-type: version-update:semver-minor ...  Signed-off-by: dependabot[bot] <support@github.com> || build: disable new activated rules with TODO
16454,build(deps): bump holidays from 0.99 to 0.101 in /dev-tools,https://github.com/apache/lucene/pull/16454,MERGED,1,1,1,1,1,2,59,16120,1,0,563,563.0,563,0,build(deps): bump holidays from 0.99 to 0.101 in /dev-tools  Bumps [holidays](https://github.com/vacanza/holidays) from 0.99 to 0.101. - [Release notes](https://github.com/vacanza/holidays/releases) - [Changelog](https://github.com/vacanza/holidays/blob/dev/CHANGES.md) - [Commits](https://github.com/vacanza/holidays/compare/v0.99...v0.101)  --- updated-dependencies: - dependency-name: holidays   dependency-version: '0.101'   dependency-type: direct:production   update-type: version-update:semver-minor ...  Signed-off-by: dependabot[bot] <support@github.com>
16453,ci: bump actions/stale from 10.3.0 to 10.4.0,https://github.com/apache/lucene/pull/16453,MERGED,1,1,1,1,1,2,44,3490,0,0,620,620.0,620,0,ci: bump actions/stale from 10.3.0 to 10.4.0  Bumps [actions/stale](https://github.com/actions/stale) from 10.3.0 to 10.4.0. - [Release notes](https://github.com/actions/stale/releases) - [Changelog](https://github.com/actions/stale/blob/main/CHANGELOG.md) - [Commits](https://github.com/actions/stale/compare/eb5cf3af3ac0a1aa4c9c45633dd1ae542a27a899...1e223db275d687790206a7acac4d1a11bd6fe629)  --- updated-dependencies: - dependency-name: actions/stale   dependency-version: 10.4.0   dependency-type: direct:production   update-type: version-update:semver-minor ...  Signed-off-by: dependabot[bot] <support@github.com>
16452,Fix over-allocation of result bitset in MemoryAccountingBitsetCollectorManager,https://github.com/apache/lucene/pull/16452,MERGED,1,1,4,141,15,156,78,428,1,8,392,392.0,392,2,"Fix over-allocation of result bitset in MemoryAccountingBitsetCollectorManager  Size the reduce() result FixedBitSet to the highest matched doc + 1 instead of the largest maxDocEnd across collectors. The old sizing was inflated to the last visited leaf's docBase+maxDoc even when the query matched only a small subset, and under intra-segment concurrency it could equal the full index maxDoc."
16450,Fix DocValuesRangeIterator doc ID run ends,https://github.com/apache/lucene/pull/16450,MERGED,1,11,8,212,74,286,42,1674,1,8,1326,120.54545454545455,554,6,"Add doc values run end regression tests || Fix doc values run end confirmation || Expand skip block approximation runs || comment || tidy || Simplify run-end logic by dropping match-state tracking  Remove lastMatchingDoc/recordMatch/confirmedDocRunEnd from DocValuesBlockRangeIterator. docIDRunEnd() now returns docID() for all non-YES-run cases (MAYBE, YES_IF_PRESENT, and the ordinal-set path), falling back to the TwoPhaseIterator default of approximation().docID(). YES blocks in BulkBlockRangeIterator still return the full blockIterator.docIDRunEnd(). blockEnd() drops its unused match parameter now that SkipBlockRangeIterator.docIDRunEnd() returns the block boundary for all match types. || Simplify blockEnd() now that docIDRunEnd() returns block boundary for all match types  Previously blockEnd() routed MAYBE blocks through blockIterator.blockEnd() and other blocks through docIDRunEnd(), because docIDRunEnd() returned doc+1 for MAYBE blocks. Now that SkipBlockRangeIterator.docIDRunEnd() always returns at least the block boundary, the two paths collapse to Math.min(upTo, docIDRunEnd()). || tidy || Move regression test into TestDocValuesOrdinalSetIterator  The test exercises the docIDRunEnd() false-positive bug via the production BooleanQuery conjunction path rather than manually wiring DenseConjunctionBulkScorer. || tidy || Add CHANGES.txt entry"
16449,Remove unintended CHANGES.txt entry for #16383,https://github.com/apache/lucene/pull/16449,MERGED,1,1,1,0,2,2,46,171,0,0,46,46.0,46,0,Remove unintended CHANGES.txt entry for #16383
16445,[Backport 10x] Add ASCII fast-path to CharacterUtils.toLowerCase (#16355),https://github.com/apache/lucene/pull/16445,MERGED,1,1,3,207,4,211,73,18,2,0,281,281.0,281,0,Add ASCII fast-path to CharacterUtils.toLowerCase (#16355)  Backport from main to branch_10x. (cherry picked from commit a9eb52b6f8904f4bf47abfc0aa97930f14bb36bc)  Skip codepoint-level Unicode lowering for ASCII-only tokens by using direct arithmetic; 2.16x faster on English text.
16444,[Backport 10x] Add CaseFoldingFilter with flat lookup table (#16371),https://github.com/apache/lucene/pull/16444,MERGED,1,1,18,1114,15,1129,68,18,3,2,607,607.0,607,1,"Add CaseFoldingFilter with flat lookup table (#16371)  Backport from main to branch_10x. (cherry picked from commit ba69bfb1ea9af0bd6ea58f3c8f88ef5e30b09b13)  Add CaseFoldingFilter for Unicode simple case folding without requiring the ICU analysis plugin. Uses a generated switch for fold exceptions with Character.toLowerCase() as the default fallback.  Rename CaseFolding.java to CaseExpansion.java in automaton package. Fix regeneration task naming to integrate with checksum framework.  Adapted for 10.x build system (gradle/generation/ path, wrapWithPersistentChecksums, spotless formatting, ICU 77.1)."
16440,Better failure message from TestSortedDvMultiRangeQuery,https://github.com/apache/lucene/pull/16440,MERGED,1,1,1,97,11,108,55,224,0,0,257,257.0,257,2,"Better failure message from TestSortedDvMultiRangeQuery  This test fails in CI frequently, but the failures do not reproduce on local hardware. Make the failure message more explicit about what has gone wrong to see if we can narrow down where the issue is."
16438,Fix join set degeneration on low-degree nodes (backport),https://github.com/apache/lucene/pull/16438,MERGED,1,1,2,23,2,25,56,23,0,0,772,772.0,772,2,"Fix join set degeneration on low-degree nodes (#16435)  UpdateGraphsUtils#computeJoinSet asked for a coverage of 2 for every node with a degree below 9, including nodes with a degree of 1. Such a node can be covered at most once (only its neighbours can cover it), so the coverage was unsatisfiable and the node always ended up in the join set itself.  On hub-and-spoke shaped graphs, which HNSW produces for 1-dimensional or heavily duplicated vectors, almost all nodes have a degree of 1, so the join set degenerated to the whole graph and merging lost all its savings. Clamp the requested coverage by the node's degree; graphs where all nodes have a degree of 2 or more are unaffected.  Fixes #16251  (cherry picked from commit 5fa57e79659e9dbe76a85f970686c6c1b44566a4)"
16437,Ensure that lucene docs are published after bulk upload,https://github.com/apache/lucene/pull/16437,MERGED,1,1,1,7,0,7,55,327,1,0,384,384.0,384,0,Ensure that lucene docs are published after bulk upload  The apache websites use svnpubsub to publish documentation loaded to the central svn server.  We've occasionally seen new lucene documentation fail to be published due to the size of the change. This adds a new step to the release wizard to make a trivial change to Changes.html and add it as an svn change to force publishing.
16435,Fix join set degeneration on low-degree nodes,https://github.com/apache/lucene/pull/16435,MERGED,1,2,2,23,2,25,45,650,0,0,830,415.0,693,3,"Fix join set degeneration on low-degree nodes  UpdateGraphsUtils#computeJoinSet asked for a coverage of 2 for every node with a degree below 9, including nodes with a degree of 1. Such a node can be covered at most once (only its neighbours can cover it), so the coverage was unsatisfiable and the node always ended up in the join set itself.  On hub-and-spoke shaped graphs, which HNSW produces for 1-dimensional or heavily duplicated vectors, almost all nodes have a degree of 1, so the join set degenerated to the whole graph and merging lost all its savings. Clamp the requested coverage by the node's degree; graphs where all nodes have a degree of 2 or more are unaffected.  Fixes #16251 || Move CHANGES entry to 10.6.0 for backport  The fix is going to be backported to branch_10x, so it will ship in 10.6.0 rather than 11.0.0."
16434,GITHUB#14399: decide index-sort early termination per segment in TopFieldCollector,https://github.com/apache/lucene/pull/16434,MERGED,1,4,6,130,13,143,82,2303,3,6,1605,401.25,963,6,"GITHUB#14399: decide index-sort early termination per segment in TopFieldCollector  TopFieldCollector cached whether the search sort is a prefix of the index sort after inspecting only the first segment. IndexWriter enforces a single index sort per index, but a MultiReader can combine indexes with different index sorts, so the cached decision is wrong for later segments and can drop results that should rank first.  Decide this per segment in each TopFieldLeafCollector instead of caching it. disableSkipping() is added as a default method on LeafFieldComparator and is now called on the per-segment leaf comparators (NumericComparator and TermOrdValComparator drop their competitive iterator) rather than on the shared FieldComparator.  Adds a test over a MultiReader whose two indexes are sorted in opposite directions; it fails before the fix (returns a non-competitive value) and passes after.  Signed-off-by: Serhiy Bzhezytskyy <me@serhiy-bzhezytskyy.com> || GITHUB#14399: drop the merge scheduler from the new test  forceMerge(1) is synchronous, so the scheduler makes no difference here. Removed after checking both directions: 50 randomized iterations pass without it, and it still fails on unmodified main with 'the smallest value (1, trailing docid of leaf B) must win expected:<1> but was:<50>'.  The import stays: the pre-existing test at line 82 uses it.  Signed-off-by: Serhiy Bzhezytskyy <me@serhiy-bzhezytskyy.com> || GITHUB#14399: move the CHANGES entries to 10.6 || GITHUB#14399: the test comments still described the cached decision  Signed-off-by: Serhiy Bzhezytskyy <me@serhiy-bzhezytskyy.com>"
16432,Update CHANGES.txt entry for fp16 vector encoding support,https://github.com/apache/lucene/pull/16432,MERGED,1,1,1,2,2,4,57,238,1,0,116,116.0,116,0,Update CHANGES.txt with fp16 vector encoding support  Added entry for fp16 vector encoding support in the changelog.
16430,deps(java): bump org.apache.opennlp:opennlp-tools from 2.5.10 to 2.5.11,https://github.com/apache/lucene/pull/16430,MERGED,1,2,4,4,4,8,71,9763,0,0,596,298.0,565,0,deps(java): bump org.apache.opennlp:opennlp-tools from 2.5.10 to 2.5.11  Bumps [org.apache.opennlp:opennlp-tools](https://github.com/apache/opennlp) from 2.5.10 to 2.5.11. - [Release notes](https://github.com/apache/opennlp/releases) - [Commits](https://github.com/apache/opennlp/compare/opennlp-2.5.10...opennlp-2.5.11)  --- updated-dependencies: - dependency-name: org.apache.opennlp:opennlp-tools   dependency-version: 2.5.11   dependency-type: direct:production   update-type: version-update:semver-patch ...  Signed-off-by: dependabot[bot] <support@github.com> || Update lock file and checksums.
16428,GlobalOrdinalsWithScoreCollector to accumulate scores in double precision,https://github.com/apache/lucene/pull/16428,MERGED,1,1,2,40,34,74,73,198,1,0,271,271.0,271,1,"GlobalOrdinalsWithScoreCollector to accumulate scores in double precision  Accumulate join Total/Avg scores in double precision in GlobalOrdinalsWithScoreCollector, fixing an intermittent failure caused by non-associative float addition that #16378 missed.  Closes #16408"
16424,Smarter use of sort-field optimizations in DV range queries,https://github.com/apache/lucene/pull/16424,MERGED,1,5,8,744,47,791,59,521,1,2,709,141.8,580,0,"Smarter use of sort-field optimizations in DV range queries  When the primary sort field on a segment contains no values or only a single value, then it is effectively a no-op and range queries against the secondary sort field can make use of the sort-field optimizations usually reserved for queries against the primary.  This adds a helper method, Sort.getPrimarySortField(LeafReader), that tries to identify no-op primary sort fields using index-level stats from FieldInfo or associated DocValuesSkipper entries, and uses it in the various XDocValuesRangeQuery implementations. || tidy || changes || Merge remote-tracking branch 'origin/main' into sort/get-primary-sortfield || Sparse primary sort fields cannot be skipped"
16423,Add (configurable) guards for complexity of expressions,https://github.com/apache/lucene/pull/16423,MERGED,1,5,5,194,8,202,55,2416,3,7,327,65.4,130,1,"Add (configurable) guards for complexity of expressions to fail with ParseException instead of StackOverflowError or LinkageErrors || Raise nesting limit to 1024, add documentation that implicit precedence also counts || Avoid 2nd recursive tree walking by doing it while building classfile || add changes entry || add extra test (on boundary)"
16418,Incremental doc-values updates,https://github.com/apache/lucene/pull/16418,MERGED,1,8,23,2269,63,2332,30,7707,20,16,4054,506.75,717,7,"Add IndexWriterConfig options for incremental DV updates  setIncrementalDocValuesUpdates (default true; opt out for the classic full-column rewrite) and setMaxDocValuesDeltaGenerations (default 16), plus the CHANGES.txt entry. || Add doc-values delta-generation overlay iterators  Format-agnostic read primitive: DocValuesOverlayMerger does a min-heap k-way merge over layered generations (newest wins, base last), driving Overlay{Numeric,Binary}DocValues. Advancing only re-positions the layers sitting on the current doc. Includes unit tests. || Record doc-values overlay generations in SegmentCommitInfo  Store the per-field sparse overlay generations ({baseGen, deltas...}) as first-class SegmentCommitInfo state, serialized in the segments file. A commit carrying an overlay is written at a bumped segments version (VERSION_11_0), so a Lucene version that predates the feature rejects it before any codec runs rather than misreading a delta as the whole column; commits without an overlay stay at the previous version and remain readable by older versions. || Write set-only doc-values updates as sparse deltas  Each flush writes only the updated docs as a sparse delta generation overlaid at read time (via SegmentDocValuesProducer), turning per-update amplification from O(column) into O(updated docs). Deltas fold into one sparse generation past maxDocValuesDeltaGenerations, and fold to a dense column once they cover it or stack on a dense base; removals fall back to the dense rewrite. The overlay generations live on SegmentCommitInfo and are carried over by addIndexes. Threads IndexWriterConfig through ReaderPool to ReadersAndUpdates. || Add incremental doc-values update tests  Randomized set-only updates with reopens and merges, merge-flatten, removal-to-dense fallback, continuing a feature-off index, fold-to-dense, multiple fields, updates interleaved with deletes, sorted index, addIndexes, binary, the skip-index rejection, and the older-reader segments-version fence. The classic delete-unused-files test pins the feature off to keep exercising the dense path. || Add incremental doc-values update benchmark (standalone)  Standalone benchmark (a main, not a JUnit test, run outside the test framework so the JVM is production-like) that applies the same updates three ways - full document reindex, dense column rewrite, sparse delta - over docs carrying a vector, reporting update throughput, bytes written per update against the raw value size, live file and generation count, and an aggregation scan; plus a maxDocValuesDeltaGenerations sweep and optional concurrent query threads. To be removed before merge; here so reviewers can reproduce. || Address review: single knob, unconditional bump  Collapse setIncrementalDocValuesUpdates(boolean) and setMaxDocValuesDeltaGenerations(int) into one setMaxDocValuesOverlays(int) (0 disables, N keeps up to N overlays before a fold), drop the now-unnecessary volatile, and use ""overlay"" not ""generation"" in the public API.  Write the segments version unconditionally: every commit uses VERSION_CURRENT (VERSION_11_0), like past segments-file changes, rather than gating on whether overlays are present. An older Lucene cannot read a newer index anyway (forward-only), so gating the bump bought nothing and it keeps versioning simple. Teach Luke the new version and document the overlay field in the segments-file format. || Fix fold-to-dense degradation over a dense base  Once the deltas first folded to a dense column, the base became a positive generation and foldToDense forced a full-column rewrite on every subsequent fold, degrading write amplification from O(changed docs) to ~O(column)/maxOverlays.  Trigger fold-to-dense on coverage alone (deltas covering at least FOLD_TO_DENSE_COVERAGE_RATIO of the segment, 0.5 for now), regardless of the base, so sparse folds keep working over a dense base. Derive a field's retained update files from the generations its overlay still references, replacing the appendedFields/foldedBaseGens bookkeeping. Add a test that keeps updating past the first fold-to-dense."
